   |  001  002  003  004  005  006  007  008  009  010  011  012  013  014  015  016  017  018  019  020  021  022  023  024  025  026  027  028  029  030  031  032  033  034  035  036  037  038  039  040  041  042  043  044  045  046  047  048  049  050  051  052  053  054  055  056  057  058  059  060  061  062  063  064  065  066  067  068  069  070  071  072  073  074  075  076  077  078  079  080  081  082  083  084  085  086  087  088  089  090  091  092  093  094  095  096  097  098  099  100  101  102  103  104  105  106  107  108  109  110  111  112  113  114  115  116  117  118  119  120  121  122  123  124  125  126  127  128  129  130  131  132  133  134  135  136  137  138  139  140  141  142  143  144  145  146  147  148  149  150  151  152  153  154  155  156  157  158  159  160  161  162  163  164  165  166  167  168  169  170  171  172  173  174  175  176  177  178  179  180  181  182  183  184  185  186  187  188  189  190  191  192  193  194  195  196  197  198  199  200  201  202  203  204  205  206  207  208  209  210  211  212  213  214  215  216  217  218  219  220  221  222  223  224  225  226  227  228  229  230  231  232  233  234  235  236  237  238  239  240  241  242  243  244  245  246  247  248  249  250  251  252  253  254  255  256  257  258  259  260  261  262  263  264  265  266  267  268  269  270  271  272  273  274  275  276  277  278  279  280  281  282  283  284  285  286  287  288  289  290  291  292  293  294  295  296  297  298  299  300 
269|  -05  -04  003  -05  003  -04  004  -02  -03  002  001  -03  -03  003  -05  001  003  001  004  002  -04  -05  -01  -01  004  -05  000  002  -02  001  -02  001  -01  003  002  -04  -04  001  001  -03  -02  -05  -03  004  -03  -05  -01  -02  002  002  -03  -03  003  004  001  002  000  002  001  004  003  -03  -03  002  002  -02  -01  -05  -03  -05  -03  -05  -01  -03  002  001  -04  -04  002  003  -01  001  -02  001  -01  002  001  -05  -05  000  000  -05  -04  003  -05  002  004  002  -05  004  -02  -03  002  002  -02  -01  -05  -03  004  -03  004  -02  -04  000  000  004  004  000  001  -03  -01  -04  -02  -04  -01  -02  001  001  -05  -04  001  002  -02  000  -03  -01  -03  000  -02  002  001  -04  -04  001  002  -02  000  -03  -01  -03  000  -02  002  001  -04  -05  001  001  -02  -01  -04  -02  -04  -01  -03  001  000  004  004  000  000  -04  -02  004  -03  004  -03  -05  -01  -02  002  002  -03  -02  004  -05  002  004  002  -05  003  -04  -05  000  000  -05  -05  001  002  -01  001  -02  001  -01  003  002  -04  -04  001  002  -03  -01  -05  -03  -05  -03  -05  -01  -02  002  002  -03  -03  003  004  001  002  000  002  001  004  003  -03  -03  002  002  -02  -01  -05  -03  004  -03  -05  -02  -03  001  001  -04  -04  002  003  -01  001  -02  001  -02  002  000  -05  004  -01  -01  -05  -04  002  004  001  003  001  -05  003  -03  -03  001  002  -03  -02  004  -04  003  -05  003  -04  -05  -01  -02  003  003  -01  000  -04  -03  004  -03  -05  -02  -04  000  -01  004 
270|  -04  -02  -05  -03  -05  -01  -03  001  001  -04  -04  001  002  -01  001  -02  001  -01  002  001  -05  -05  000  000  -04  -02  004  -04  004  -03  -05  -02  -03  002  002  -03  -02  004  -05  002  004  002  -05  003  -03  -03  001  001  -03  -02  004  -05  002  -05  003  -04  -05  -01  -02  003  003  -01  000  -04  -02  -04  -02  -04  000  -01  003  002  -03  -02  004  -05  002  004  001  004  002  -04  -05  -01  -01  -05  -05  001  003  000  002  -01  002  001  -05  004  -01  -01  004  -05  001  003  000  002  000  004  002  -04  -04  001  001  -04  -03  004  -04  003  -04  004  -03  -04  000  000  -05  -05  001  003  -01  001  -01  002  000  003  002  -03  -03  002  003  -01  000  -03  -01  -03  000  -02  002  002  -04  -04  002  003  -01  000  -03  000  -02  001  000  004  003  -02  -02  004  -05  001  003  001  003  001  -05  004  -02  -03  002  003  -01  000  -03  -01  -04  -01  -03  001  000  004  004  000  000  -04  -02  -05  -03  004  -03  -04  000  -01  004  004  -01  000  -04  -02  -05  -03  -05  -01  -03  001  001  -04  -04  001  002  -01  001  -02  001  -01  002  001  -05  -05  000  000  -04  -02  004  -04  004  -03  -05  -02  -03  002  002  -03  -02  004  -05  002  004  002  -05  003  -03  -03  001  001  -03  -02  004  -05  002  -05  003  -04  -05  -01  -02  003  003  -01  000  -04  -02  -04  -02  -04  000  -01  003  002  -03  -02  004  -05  002  004  001  004  002  -04  -05  -01  -01  -05  -05  001  003  000  002  -01  002  001  -05  004  -01  -01  004  -05 
271|  -03  -01  -03  -01  -02  001  000  004  004  000  000  -04  -02  -05  -03  -05  -02  -03  001  000  -05  -05  001  002  -01  000  -02  001  -01  003  002  -04  -04  001  002  -02  000  -03  -01  -03  000  -01  003  003  -02  -02  004  -05  001  004  001  004  002  -04  -05  000  000  -05  -04  002  004  001  003  001  -05  003  -03  -03  002  003  -02  000  -04  -02  -04  -01  -03  001  000  -05  -05  001  001  -02  000  -03  -01  -03  001  000  004  003  -01  -01  -05  -04  003  -05  003  -04  004  -02  -02  002  003  -02  -01  -05  -03  -05  -03  -05  -01  -02  002  002  -03  -02  004  -05  002  004  002  -05  004  -03  -03  002  002  -02  -01  -05  -03  004  -03  -05  -01  -02  002  002  -03  -02  004  -04  003  -05  003  -04  004  -01  -02  003  003  -01  000  -03  -01  -04  -01  -03  001  000  004  004  000  000  -04  -02  -05  -02  -05  -01  -03  001  001  -04  -04  002  003  000  002  000  002  001  -05  004  -02  -02  004  -05  001  002  000  002  000  003  002  -04  -04  001  001  -03  -01  -05  -02  -05  -02  -04  000  000  004  004  000  001  -03  -01  -04  -01  -03  000  -01  003  003  -02  -01  004  -04  003  -05  003  -04  004  -02  -03  002  002  -02  -01  -05  -03  004  -03  -05  -01  -02  002  002  -03  -03  004  -05  002  004  002  -05  004  -02  -03  002  002  -02  -01  -05  -03  -05  -03  -05  -01  -02  003  002  -02  -02  004  -04  003  -05  003  -04  -05  -01  -01  003  004  000  001  -03  -01  -03  000  -02  001  001  -05  -05  000  001  -03  -01  -04 
272|  -01  001  -02  001  000  004  003  -02  -02  004  -05  001  003  000  003  002  -05  004  -01  -01  004  -05  002  004  001  003  002  -05  004  -01  -02  004  004  001  002  -01  002  000  003  002  -04  -04  001  002  -02  -01  -04  -02  -04  000  -02  002  002  -03  -03  003  004  001  003  001  004  003  -03  -04  001  001  -03  -02  004  -03  004  -03  -05  -01  -02  003  003  -01  000  -04  -02  -05  -02  -04  000  -01  003  003  -01  000  -04  -03  -05  -03  -05  -01  -02  002  002  -03  -02  004  -05  002  -05  003  -04  -05  -01  -01  004  004  000  001  -02  001  -02  001  000  004  003  -02  -01  -05  -04  002  -05  002  -05  004  -03  -03  001  002  -03  -02  -05  -03  004  -03  -05  -01  -02  003  003  -02  -01  -05  -03  -05  -03  -05  -01  -02  002  002  -03  -02  004  -04  003  -04  004  -03  -04  000  000  -05  -05  002  003  000  002  000  003  002  -04  -04  001  001  -03  -02  -05  -03  -05  -02  -04  000  000  -05  -05  000  002  -02  000  -02  001  -01  003  002  -03  -03  002  003  000  002  -01  002  000  004  003  -03  -03  002  003  000  001  -02  001  -01  002  001  -04  -04  001  001  -02  -01  -04  -01  -04  000  -02  003  002  -03  -02  004  -05  002  004  002  -05  004  -02  -03  002  002  -02  000  -04  -02  -04  -01  -03  001  000  -05  -05  001  002  -01  001  -02  001  -01  003  002  -04  -03  002  003  -01  001  -02  001  -01  003  002  -04  -04  001  002  -02  000  -03  -01  -03  001  000  004  003  -01  -01  -05  -03  004  -04  004  -03 
273|  000  002  000  003  002  -04  -04  001  001  -02  -01  -04  -02  -04  000  -02  003  002  -03  -02  004  -04  003  -05  003  -04  -05  000  -01  -05  -05  001  003  000  003  000  004  003  -03  -03  002  003  -01  001  -02  001  -01  002  001  -04  -05  001  002  -02  000  -03  -01  -03  001  000  004  004  000  001  -03  -01  -04  -01  -03  001  000  004  004  000  001  -03  -01  -04  -01  -03  001  000  004  004  000  001  -03  -01  -03  000  -02  002  001  -05  -04  001  002  -01  001  -02  001  -01  003  002  -03  -03  003  004  000  003  000  003  001  -05  -05  -01  000  -05  -04  003  -05  003  -04  004  -02  -03  002  003  -02  000  -04  -02  -04  -01  -02  001  001  -04  -04  002  003  000  002  000  003  002  -04  -05  000  001  -04  -02  -05  -03  -05  -02  -04  000  000  -05  -05  001  003  000  002  000  003  002  -04  -04  001  001  -03  -01  -04  -02  -04  -01  -02  002  002  -03  -03  003  -05  002  004  002  -04  -05  -01  -01  004  004  001  002  -01  002  000  003  002  -04  -04  001  002  -02  000  -03  -01  -02  001  000  004  004  000  000  -03  -02  -05  -02  -04  000  -01  003  003  -02  -01  -04  -03  -05  -03  -05  -01  -02  003  002  -02  -01  -05  -03  004  -03  -05  -01  -02  003  003  -02  -01  -04  -03  -05  -02  -04  000  -01  003  003  -01  000  -04  -02  -04  -01  -03  001  000  -05  -05  001  002  -02  000  -02  001  -01  003  002  -03  -03  003  004  000  002  000  003  001  -05  -05  000  000  -04  -03  003  -04  003  -04  -05  -01  -02 
274|  001  004  002  -05  004  -01  -01  004  -05  002  003  001  004  002  -04  -05  000  000  -04  -03  004  -04  004  -03  -05  -01  -01  004  004  001  002  -01  001  -01  003  002  -04  -04  001  002  -02  000  -03  000  -02  002  001  -04  -04  002  003  -01  001  -01  002  000  004  004  -01  -01  -05  -04  003  -05  003  -03  -05  000  -01  -05  -05  001  003  000  003  001  004  003  -02  -02  003  004  001  003  000  003  002  -05  -05  000  000  -04  -03  004  -04  003  -03  -05  -01  -01  004  -05  001  002  -01  002  000  003  002  -03  -04  002  003  -01  001  -02  001  -01  003  002  -03  -03  003  004  000  002  000  003  001  -04  -05  000  000  -04  -02  -05  -03  -05  -02  -03  001  001  -04  -03  003  -05  002  -05  003  -03  -04  000  000  -04  -03  003  -05  003  -04  004  -02  -03  002  002  -02  000  -04  -01  -04  000  -02  002  002  -03  -02  004  -05  002  -05  003  -04  -05  000  000  -05  -04  003  004  002  -05  003  -03  -04  001  001  -04  -02  004  -04  004  -03  -04  000  -01  004  -05  001  002  -01  002  -01  003  002  -04  -04  001  002  -02  000  -03  000  -02  002  001  -05  -05  001  002  -02  001  -02  001  -01  003  003  -02  -02  004  -05  002  004  002  -05  004  -02  -02  003  004  000  002  -01  001  -01  003  002  -04  -04  002  003  -01  001  -02  001  -01  003  003  -03  -02  003  -05  001  003  001  004  003  -03  -04  001  002  -02  -01  -04  -01  -03  000  -01  004  003  -01  000  -04  -02  -05  -02  -04  -01  -01  003  003  -01 
275|  002  -05  003  -03  -03  001  002  -03  -01  -04  -02  -04  -01  -02  002  002  -03  -02  004  -04  003  -04  004  -02  -02  002  003  -02  000  -03  -01  -03  000  -01  003  003  -02  -01  -05  -03  004  -03  -05  -01  -01  003  004  -01  001  -02  000  -02  001  000  004  004  -01  000  -04  -02  -05  -02  -04  000  000  004  -05  000  002  -01  001  -01  002  001  -05  -05  000  001  -03  -01  -04  -01  -03  001  001  -05  -04  001  003  000  002  000  003  002  -04  -04  001  002  -02  000  -03  000  -02  002  002  -04  -03  002  004  001  003  001  004  003  -03  -03  002  003  -01  001  -02  001  -01  003  003  -03  -02  003  -05  002  004  002  -05  004  -02  -02  003  004  000  002  -01  002  000  004  004  -02  -01  004  -04  003  -05  003  -04  -05  -01  -01  004  -05  001  003  000  003  001  -05  -05  -01  000  -05  -03  004  -04  004  -03  -04  000  000  -05  -04  002  004  001  004  002  -04  -04  000  001  -04  -02  -05  -03  -05  -02  -03  001  001  -04  -03  003  -05  002  -05  003  -03  -03  001  002  -03  -01  -04  -02  -04  -01  -02  002  002  -03  -02  004  -04  003  -04  004  -02  -02  002  003  -02  000  -03  -01  -03  000  -01  003  003  -02  -01  -05  -03  004  -03  -05  -01  -01  003  004  -01  001  -02  000  -02  001  000  004  004  -01  000  -04  -02  -05  -02  -04  000  000  004  -05  000  002  -01  001  -01  002  001  -05  -05  000  001  -03  -01  -04  -01  -03  001  001  -05  -04  001  003  000  002  000  003  002  -04  -04  001  002  -02  000 
276|  004  -03  -05  -01  -01  004  004  001  002  000  002  000  004  003  -02  -01  004  -04  003  -05  003  -04  -05  000  000  -05  -04  003  -05  003  -04  004  -02  -02  003  004  000  002  -01  002  000  004  003  -02  -01  -05  -04  003  -04  004  -03  -04  001  001  -04  -03  004  -04  004  -03  -04  000  000  -05  -04  002  004  001  004  003  -04  -04  001  001  -03  -01  -04  -02  -04  000  -01  004  004  000  001  -03  000  -03  001  000  004  004  -01  000  -04  -02  -04  -01  -03  001  001  -04  -04  002  004  001  003  002  -05  -05  -01  -01  -05  -04  003  -04  003  -03  -04  000  000  -05  -04  003  -05  002  -05  004  -02  -02  003  003  -01  001  -02  001  -01  003  002  -03  -03  003  004  001  004  002  -05  004  -01  -01  004  -05  002  004  001  004  003  -03  -03  002  003  -01  001  -02  001  -01  003  002  -03  -02  003  -05  002  004  002  -04  -05  -01  -01  -05  -04  003  -05  003  -04  004  -01  -02  004  -05  001  003  000  003  001  -05  -05  000  000  -04  -02  -05  -03  -05  -01  -02  002  003  -02  000  -04  -02  -04  -01  -02  003  002  -02  -01  -05  -03  004  -03  -04  000  -01  004  -05  001  003  000  002  000  004  003  -02  -02  004  -05  002  004  002  -05  004  -01  -01  004  -05  002  004  001  004  003  -03  -04  001  002  -02  000  -03  000  -02  002  001  -04  -04  002  003  000  003  000  004  003  -03  -03  003  004  000  002  000  003  002  -04  -04  001  001  -02  -01  -03  000  -02  002  001  -04  -04  002  004  001  003  001 
277|  -05  -02  -03  001  001  -04  -03  004  -04  004  -03  -05  -01  -01  -05  -05  002  004  001  004  003  -03  -04  001  002  -02  000  -03  000  -01  002  002  -03  -03  004  -05  002  -05  003  -03  -04  001  002  -02  -01  -04  -01  -03  000  000  004  004  000  002  -01  001  -01  002  001  -04  -04  002  003  000  002  000  003  002  -03  -03  002  003  000  002  000  003  001  -04  -04  001  002  -02  000  -02  001  000  004  003  -01  000  -04  -02  -05  -02  -03  001  000  -05  -04  002  004  001  004  002  -04  -05  000  001  -03  -01  -04  -02  -04  000  000  004  -05  001  002  -01  002  000  003  002  -03  -03  003  004  001  004  001  -05  004  -02  -01  004  -05  002  004  002  -05  004  -01  -01  004  -05  002  004  001  -05  003  -03  -03  003  004  000  002  -01  002  001  -05  -05  000  001  -03  -01  -04  -01  -02  002  001  -04  -03  003  -05  002  004  003  -03  -04  001  001  -03  -01  -04  -01  -03  000  000  -05  -05  001  002  -01  002  000  003  002  -03  -03  003  004  001  003  001  004  003  -02  -02  004  -05  001  003  001  -05  003  -02  -02  003  004  001  003  000  003  002  -04  -04  001  002  -01  000  -02  001  -01  004  003  -02  -01  -05  -03  004  -03  -04  000  -01  004  -05  001  002  000  002  000  004  004  -01  -01  -05  -04  003  -04  004  -02  -03  002  002  -02  -01  -04  -01  -03  000  -01  004  004  000  001  -03  000  -02  001  000  004  004  000  001  -02  000  -03  001  000  004  004  -01  000  -03  -01  -04  -01  -02  002 
278|  -04  -01  -02  003  003  -01  000  -03  000  -02  001  000  -05  -05  001  002  -01  001  -01  003  002  -03  -03  003  004  001  004  002  -05  -05  -01  000  -05  -03  004  -04  004  -02  -03  002  002  -02  000  -03  -01  -03  001  000  -05  -04  001  003  000  003  001  004  004  -01  -01  -05  -03  004  -04  004  -02  -02  002  003  -01  001  -02  000  -01  002  002  -03  -03  003  -05  002  -05  003  -03  -04  001  002  -02  000  -03  000  -02  002  001  -04  -03  003  -05  002  -05  003  -03  -04  001  002  -02  000  -03  000  -01  003  002  -03  -02  004  -04  003  -04  004  -02  -02  003  004  000  002  -01  002  001  -05  004  000  000  -03  -02  -04  -01  -03  001  001  -04  -03  003  -05  003  -04  004  -02  -02  003  004  001  002  000  003  002  -04  -05  001  002  -02  000  -02  001  -01  003  003  -01  -01  -04  -02  -04  -01  -03  002  001  -03  -02  004  -04  004  -03  -04  000  000  -05  -04  003  -05  003  -04  -05  -01  -01  004  -05  002  004  002  -05  004  -02  -02  003  004  001  003  001  004  003  -02  -02  003  004  001  003  001  004  003  -03  -03  003  004  001  003  001  004  003  -02  -02  003  -05  001  004  001  -05  004  -02  -02  004  -05  002  004  002  -04  -05  -01  -01  -05  -04  003  -04  003  -03  -04  001  001  -04  -02  -05  -03  -05  -01  -02  002  002  -02  000  -04  -01  -03  001  000  004  -05  000  002  -01  001  -01  003  002  -03  -03  003  004  001  004  002  -04  -05  000  000  -04  -03  004  -03  -05  -01  -02  003  003 
279|  -03  001  000  -05  -04  002  003  000  003  002  -05  -05  000  001  -03  -01  -04  -01  -02  002  002  -03  -02  004  -03  004  -03  -04  001  001  -04  -03  004  -04  004  -03  -04  001  001  -03  -02  -05  -02  -04  000  -01  004  004  000  002  -01  001  000  004  003  -02  -01  -05  -03  004  -03  -05  000  -01  -05  -05  002  004  001  -05  003  -02  -03  003  004  001  003  001  004  003  -02  -02  003  -05  002  004  002  -04  -05  000  000  -04  -03  004  -03  -05  -01  -02  003  004  000  002  -01  002  001  -05  004  -01  000  -03  -02  -04  -01  -02  002  002  -03  -02  -05  -03  -05  -02  -03  001  002  -03  -02  -05  -02  -04  -01  -02  003  003  -01  000  -03  000  -02  002  001  -04  -03  003  -05  002  -05  003  -03  -03  002  002  -01  001  -02  001  000  004  004  -01  000  -04  -01  -04  000  -02  003  003  -02  000  -04  -01  -04  000  -01  004  004  000  001  -02  001  -01  002  002  -03  -03  003  -05  002  -05  003  -03  -04  001  002  -02  000  -03  000  -01  003  003  -02  -01  -04  -02  -05  -02  -03  002  001  -03  -02  -05  -03  -05  -02  -03  002  002  -02  -01  -04  -02  -03  000  -01  004  -05  001  002  -01  002  000  004  003  -02  -01  -05  -03  004  -03  -04  000  000  -05  -04  002  004  002  -05  003  -02  -02  003  004  001  003  001  004  003  -03  -02  003  -05  001  004  002  -05  -05  -01  000  -05  -03  004  -03  -05  -01  -02  003  004  000  001  -01  002  000  004  004  -01  000  -04  -02  -05  -02  -03  001  001  -04  -03  004 
280|  -02  002  002  -03  -02  004  -04  004  -03  -04  000  000  -05  -03  003  -04  004  -03  -04  001  001  -03  -01  -04  -01  -03  001  001  -04  -03  003  -05  002  -04  004  -01  -01  004  -05  002  004  002  -04  -05  000  000  -04  -02  -05  -02  -04  000  -01  -05  -05  002  004  001  004  003  -03  -03  003  004  001  003  001  -05  004  -01  -01  -05  -04  004  -04  -05  -01  -02  003  004  000  002  000  003  002  -04  -04  002  003  000  002  000  003  003  -03  -02  004  -05  002  -05  003  -03  -03  002  003  -01  001  -01  002  001  -05  -05  000  002  -02  001  -01  002  001  -04  -04  002  004  001  004  002  -04  -04  001  002  -02  000  -03  001  -01  004  004  -01  000  -03  -01  -03  001  000  -05  -05  001  003  000  003  001  -05  004  000  000  -03  -01  -04  -01  -02  002  002  -02  -01  -04  -02  -04  000  -01  004  004  000  001  -01  001  000  004  003  -02  -01  -05  -03  -05  -02  -03  001  001  -03  -02  -05  -03  -05  -02  -02  002  003  -01  000  -03  000  -02  002  002  -03  -02  004  -04  004  -03  -04  000  000  -05  -03  003  -04  004  -03  -04  001  001  -03  -01  -04  -01  -03  001  001  -04  -03  003  -05  002  -04  004  -01  -01  004  -05  002  004  002  -04  -05  000  000  -04  -02  -05  -02  -04  000  -01  -05  -05  002  004  001  004  003  -03  -03  003  004  001  003  001  -05  004  -01  -01  -05  -04  004  -04  -05  -01  -02  003  004  000  002  000  003  002  -04  -04  002  003  000  002  000  003  003  -03  -02  004  -05  002  -05 
281|  000  004  004  -01  000  -03  -01  -03  000  000  004  -05  001  002  000  002  001  -05  -05  000  001  -02  000  -02  001  000  -05  -05  001  003  000  002  001  -05  -05  000  001  -03  -01  -03  000  -01  004  004  000  001  -01  001  000  004  003  -02  -01  -05  -02  -05  -02  -03  002  002  -02  -01  -04  -01  -03  001  000  -05  -04  003  004  002  -05  004  -01  -01  004  -04  002  -05  003  -03  -04  001  002  -02  000  -02  001  000  004  004  -01  001  -02  000  -02  002  001  -04  -03  003  -05  002  -05  004  -02  -02  003  -05  001  004  002  -05  -05  -01  000  -04  -02  -05  -02  -03  001  001  -04  -03  004  -04  004  -02  -03  001  002  -02  000  -03  000  -02  002  002  -03  -02  -05  -03  -05  -02  -02  002  003  -01  000  -03  000  -02  003  002  -03  -02  -05  -03  -05  -02  -03  002  002  -02  -01  -04  -01  -02  001  001  -04  -03  004  -04  003  -03  -05  000  000  -04  -03  004  -03  -05  -01  -01  004  -05  001  003  000  004  003  -03  -03  003  004  001  004  002  -04  -05  000  001  -03  -01  -04  000  -02  003  003  -02  000  -04  -01  -03  001  000  -05  -04  002  004  001  004  003  -03  -03  003  004  000  003  001  -05  004  -01  -01  -05  -03  004  -03  -04  000  000  -05  -03  003  -04  004  -03  -04  001  001  -02  -01  -04  -01  -02  002  002  -03  -02  -05  -03  -05  -02  -03  002  003  -02  000  -03  000  -01  003  002  -02  -02  -05  -03  -05  -02  -03  002  002  -02  000  -03  000  -02  002  001  -03  -02  004  -04  004  -03  -04 
